classe_consommation_energie,clean_dep,year_etablissement,nombre_batiments
B,17,2015.0,1191
B,17,2016.0,2004
B,17,2017.0,1406
B,17,2018.0,1860
B,17,2019.0,3460
B,17,2020.0,2246
B,17,2021.0,959
C,17,2000.0,1
C,17,2013.0,672
C,17,2014.0,1120
C,17,2015.0,2828
C,17,2016.0,1672
C,17,2017.0,1726
C,17,2018.0,5094
C,17,2019.0,3762
C,17,2020.0,2510
C,17,2021.0,1487
D,17,1899.0,2
D,17,2000.0,4
D,17,2012.0,2
D,17,2013.0,1654
D,17,2014.0,2978
D,17,2015.0,3380
D,17,2016.0,3422
D,17,2017.0,3577
D,17,2018.0,4411
D,17,2019.0,6133
D,17,2020.0,4098
D,17,2021.0,2713
D,17,2029.0,1
E,17,2013.0,1362
E,17,2014.0,2111
E,17,2015.0,2378
E,17,2016.0,2296
E,17,2017.0,2481
E,17,2018.0,2917
E,17,2019.0,3539
E,17,2020.0,2721
E,17,2021.0,1896
E,17,2022.0,1
E,17,2105.0,1
F,17,2013.0,466
F,17,2014.0,768
F,17,2015.0,702
F,17,2016.0,746
F,17,2017.0,801
F,17,2018.0,882
F,17,2019.0,960
F,17,2020.0,945
F,17,2021.0,526
G,17,2013.0,154
G,17,2014.0,238
G,17,2015.0,219
G,17,2016.0,220
G,17,2017.0,210
G,17,2018.0,290
G,17,2019.0,302
G,17,2020.0,254
G,17,2021.0,136
I,17,2019.0,3
N,17,2000.0,1
N,17,2012.0,1
N,17,2013.0,739
N,17,2014.0,1485
N,17,2015.0,1925
N,17,2016.0,1792
N,17,2017.0,2476
N,17,2018.0,2969
N,17,2019.0,3248
N,17,2020.0,2920
N,17,2021.0,1835
N,17,2106.0,1
A,18,2013.0,151
A,18,2014.0,328
A,18,2015.0,259
A,18,2016.0,269
A,18,2017.0,270
A,18,2018.0,275
A,18,2019.0,369
A,18,2020.0,218
A,18,2021.0,152
B,18,2013.0,87
B,18,2014.0,104
B,18,2015.0,266
B,18,2016.0,166
B,18,2017.0,132
B,18,2018.0,161
B,18,2019.0,118
B,18,2020.0,146
B,18,2021.0,127
C,18,2010.0,2
C,18,2013.0,137
C,18,2014.0,231
C,18,2015.0,362
C,18,2016.0,616
C,18,2017.0,313
C,18,2018.0,419
C,18,2019.0,559
C,18,2020.0,408
C,18,2021.0,453
D,18,2012.0,1
D,18,2013.0,446
D,18,2014.0,897
D,18,2015.0,796
D,18,2016.0,1032
D,18,2017.0,865
D,18,2018.0,1102
D,18,2019.0,1377
D,18,2020.0,1060
D,18,2021.0,992
E,18,2000.0,2
E,18,2013.0,569
E,18,2014.0,988
E,18,2015.0,913
E,18,2016.0,978
E,18,2017.0,987
E,18,2018.0,1122
E,18,2019.0,1131
E,18,2020.0,1007
E,18,2021.0,877
F,18,2013.0,293
F,18,2014.0,440
F,18,2015.0,446
F,18,2016.0,446
F,18,2017.0,461
F,18,2018.0,476
F,18,2019.0,525
F,18,2020.0,446
F,18,2021.0,336
G,18,2013.0,120
G,18,2014.0,176
G,18,2015.0,174
G,18,2016.0,159
G,18,2017.0,162
G,18,2018.0,147
G,18,2019.0,146
G,18,2020.0,147
G,18,2021.0,96
N,18,2013.0,461
N,18,2014.0,921
N,18,2015.0,1147
N,18,2016.0,1251
N,18,2017.0,1500
N,18,2018.0,1601
N,18,2019.0,1786
N,18,2020.0,1858
N,18,2021.0,1650
A,19,2013.0,12
A,19,2014.0,34
A,19,2015.0,41
A,19,2016.0,183
A,19,2017.0,170
A,19,2018.0,257
A,19,2019.0,153
A,19,2020.0,127
A,19,2021.0,77
B,19,2000.0,8
B,19,2013.0,14
B,19,2014.0,129
B,19,2015.0,247
B,19,2016.0,271
B,19,2017.0,294
B,19,2018.0,289
B,19,2019.0,272
B,19,2020.0,212
B,19,2021.0,134
C,19,2000.0,12
C,19,2011.0,1
C,19,2013.0,80
C,19,2014.0,198
C,19,2015.0,333
C,19,2016.0,270
C,19,2017.0,324
C,19,2018.0,625
C,19,2019.0,347
C,19,2020.0,355
C,19,2021.0,254
D,19,1899.0,1
D,19,2013.0,292
D,19,2014.0,557
D,19,2015.0,625
D,19,2016.0,668
D,19,2017.0,845
D,19,2018.0,1402
D,19,2019.0,924
D,19,2020.0,878
D,19,2021.0,629
D,19,2107.0,1
E,19,2011.0,1
E,19,2012.0,1
E,19,2013.0,319
E,19,2014.0,621
E,19,2015.0,780
E,19,2016.0,751
E,19,2017.0,838
E,19,2018.0,1267
E,19,2019.0,843
E,19,2020.0,736
E,19,2021.0,517
F,19,2011.0,1
F,19,2013.0,192
F,19,2014.0,352
F,19,2015.0,444
F,19,2016.0,360
F,19,2017.0,380
F,19,2018.0,1084
F,19,2019.0,409
F,19,2020.0,315
F,19,2021.0,227
G,19,2013.0,83
G,19,2014.0,174
G,19,2015.0,221
G,19,2016.0,146
G,19,2017.0,142
G,19,2018.0,249
G,19,2019.0,171
G,19,2020.0,123
G,19,2021.0,76
N,19,2010.0,1
N,19,2011.0,1
N,19,2013.0,271
N,19,2014.0,866
N,19,2015.0,848
N,19,2016.0,780
N,19,2017.0,1024
N,19,2018.0,1106
N,19,2019.0,1243
N,19,2020.0,1204
N,19,2021.0,712
A,21,2013.0,317
A,21,2014.0,698
A,21,2015.0,518
A,21,2016.0,395
A,21,2017.0,531
A,21,2018.0,1849
A,21,2019.0,776
A,21,2020.0,548
A,21,2021.0,287
B,21,2013.0,404
B,21,2014.0,1251
B,21,2015.0,1595
B,21,2016.0,1621
B,21,2017.0,1871
B,21,2018.0,1564
B,21,2019.0,1817
B,21,2020.0,1603
B,21,2021.0,601
C,21,2013.0,578
C,21,2014.0,747
C,21,2015.0,863
C,21,2016.0,1523
C,21,2017.0,1454
C,21,2018.0,2700
C,21,2019.0,3317
C,21,2020.0,1236
C,21,2021.0,969
D,21,2012.0,1
D,21,2013.0,1046
D,21,2014.0,1700
D,21,2015.0,1757
D,21,2016.0,1887
D,21,2017.0,2479
D,21,2018.0,3506
D,21,2019.0,4718
D,21,2020.0,2691
D,21,2021.0,1765
E,21,2013.0,955
E,21,2014.0,1663
E,21,2015.0,1800
E,21,2016.0,2285
E,21,2017.0,2290
E,21,2018.0,2480
E,21,2019.0,2750
E,21,2020.0,2388
E,21,2021.0,1714
F,21,2013.0,500
F,21,2014.0,953
F,21,2015.0,888
F,21,2016.0,825
F,21,2017.0,965
F,21,2018.0,1310
F,21,2019.0,1170
F,21,2020.0,1046
F,21,2021.0,727
G,21,2013.0,237
G,21,2014.0,340
G,21,2015.0,334
G,21,2016.0,286
G,21,2017.0,342
G,21,2018.0,1467
G,21,2019.0,644
G,21,2020.0,333
G,21,2021.0,276
I,21,2019.0,1
N,21,2013.0,495
N,21,2014.0,1195
N,21,2015.0,1549
N,21,2016.0,1763
N,21,2017.0,2142
N,21,2018.0,2076
N,21,2019.0,2640
N,21,2020.0,2480
N,21,2021.0,1636
A,22,2013.0,157
A,22,2014.0,542
A,22,2015.0,717
A,22,2016.0,689
A,22,2017.0,846
A,22,2018.0,1055
A,22,2019.0,1292
A,22,2020.0,1057
A,22,2021.0,692
B,22,2013.0,231
B,22,2014.0,904
B,22,2015.0,1492
B,22,2016.0,964
B,22,2017.0,1320
B,22,2018.0,1276
B,22,2019.0,1448
B,22,2020.0,1098
B,22,2021.0,621
C,22,2009.0,1
C,22,2010.0,1
C,22,2012.0,1
C,22,2013.0,678
C,22,2014.0,1169
C,22,2015.0,1855
C,22,2016.0,1925
C,22,2017.0,1533
C,22,2018.0,1342
C,22,2019.0,1500
C,22,2020.0,1580
C,22,2021.0,819
D,22,2011.0,1
D,22,2012.0,1
D,22,2013.0,1887
D,22,2014.0,2845
D,22,2015.0,2872
D,22,2016.0,3040
D,22,2017.0,3611
D,22,2018.0,3386
D,22,2019.0,3277
D,22,2020.0,3796
D,22,2021.0,2149
E,22,2012.0,1
E,22,2013.0,1447
E,22,2014.0,2213
E,22,2015.0,2268
E,22,2016.0,2320
E,22,2017.0,2403
E,22,2018.0,2503
E,22,2019.0,2599
E,22,2020.0,2363
E,22,2021.0,1543
F,22,2011.0,1
F,22,2013.0,544
F,22,2014.0,844
F,22,2015.0,765
F,22,2016.0,729
F,22,2017.0,789
F,22,2018.0,797
F,22,2019.0,844
F,22,2020.0,782
F,22,2021.0,490
G,22,2013.0,182
G,22,2014.0,245
G,22,2015.0,207
G,22,2016.0,229
G,22,2017.0,213
G,22,2018.0,224
G,22,2019.0,208
G,22,2020.0,227
G,22,2021.0,134
N,22,2009.0,1
N,22,2010.0,1
N,22,2011.0,4
N,22,2012.0,1
N,22,2013.0,913
N,22,2014.0,1842
N,22,2015.0,2097
N,22,2016.0,2421
N,22,2017.0,2680
N,22,2018.0,2896
N,22,2019.0,3049
N,22,2020.0,2827
N,22,2021.0,1972
A,23,2013.0,17
A,23,2014.0,13
A,23,2015.0,11
A,23,2016.0,39
A,23,2017.0,53
A,23,2018.0,21
A,23,2019.0,33
A,23,2020.0,25
A,23,2021.0,62
B,23,2013.0,7
B,23,2014.0,46
B,23,2015.0,50
B,23,2016.0,67
B,23,2017.0,83
B,23,2018.0,55
B,23,2019.0,84
B,23,2020.0,53
B,23,2021.0,34
C,23,2013.0,29
C,23,2014.0,56
C,23,2015.0,82
C,23,2016.0,112
C,23,2017.0,398
C,23,2018.0,122
C,23,2019.0,236
C,23,2020.0,360
C,23,2021.0,72
D,23,2000.0,1
D,23,2013.0,89
D,23,2014.0,208
D,23,2015.0,346
D,23,2016.0,388
D,23,2017.0,761
D,23,2018.0,311
D,23,2019.0,768
D,23,2020.0,933
D,23,2021.0,195
E,23,2013.0,135
E,23,2014.0,317
E,23,2015.0,409
E,23,2016.0,449
E,23,2017.0,673
E,23,2018.0,507
E,23,2019.0,502
E,23,2020.0,724
E,23,2021.0,235
F,23,2000.0,1
F,23,2013.0,78
F,23,2014.0,210
F,23,2015.0,250
F,23,2016.0,256
F,23,2017.0,298
F,23,2018.0,269
F,23,2019.0,243
F,23,2020.0,276
F,23,2021.0,128
G,23,2013.0,57
G,23,2014.0,86
G,23,2015.0,97
G,23,2016.0,104
G,23,2017.0,111
G,23,2018.0,105
G,23,2019.0,108
G,23,2020.0,123
G,23,2021.0,54
N,23,2013.0,268
N,23,2014.0,449
N,23,2015.0,557
N,23,2016.0,591
N,23,2017.0,767
N,23,2018.0,834
N,23,2019.0,965
N,23,2020.0,1035
N,23,2021.0,661
A,24,2011.0,1
A,24,2013.0,43
A,24,2014.0,297
A,24,2015.0,563
A,24,2016.0,736
A,24,2017.0,918
A,24,2018.0,1080
A,24,2019.0,1287
A,24,2020.0,1185
A,24,2021.0,758
B,24,2013.0,52
B,24,2014.0,218
B,24,2015.0,281
B,24,2016.0,310
B,24,2017.0,365
B,24,2018.0,272
B,24,2019.0,308
B,24,2020.0,290
B,24,2021.0,199
C,24,2012.0,1
C,24,2013.0,284
C,24,2014.0,616
C,24,2015.0,711
C,24,2016.0,649
C,24,2017.0,687
C,24,2018.0,804
C,24,2019.0,891
C,24,2020.0,882
C,24,2021.0,546
D,24,1899.0,1
D,24,2010.0,2
D,24,2012.0,1
D,24,2013.0,727
D,24,2014.0,1479
D,24,2015.0,1626
D,24,2016.0,1400
D,24,2017.0,1555
D,24,2018.0,1908
D,24,2019.0,2115
D,24,2020.0,2012
D,24,2021.0,1329
E,24,1899.0,2
E,24,2013.0,664
E,24,2014.0,1224
E,24,2015.0,1220
E,24,2016.0,1124
E,24,2017.0,1107
E,24,2018.0,1316
E,24,2019.0,1405
E,24,2020.0,1324
E,24,2021.0,863
F,24,2012.0,1
F,24,2013.0,291
F,24,2014.0,514
F,24,2015.0,523
F,24,2016.0,476
F,24,2017.0,454
F,24,2018.0,473
F,24,2019.0,483
F,24,2020.0,426
F,24,2021.0,271
G,24,2013.0,119
G,24,2014.0,174
G,24,2015.0,155
G,24,2016.0,147
G,24,2017.0,136
G,24,2018.0,138
G,24,2019.0,162
G,24,2020.0,131
G,24,2021.0,89
N,24,1899.0,1
N,24,2010.0,1
N,24,2012.0,1
N,24,2013.0,629
N,24,2014.0,1393
N,24,2015.0,1574
N,24,2016.0,1841
N,24,2017.0,1945
N,24,2018.0,2144
N,24,2019.0,2276
N,24,2020.0,2314
N,24,2021.0,1608
A,25,2013.0,116
A,25,2014.0,155
A,25,2015.0,245
A,25,2016.0,175
A,25,2017.0,252
A,25,2018.0,359
A,25,2019.0,378
A,25,2020.0,285
A,25,2021.0,175
B,25,2013.0,267
B,25,2014.0,774
B,25,2015.0,1002
B,25,2016.0,1318
B,25,2017.0,1080
B,25,2018.0,1236
B,25,2019.0,1433
B,25,2020.0,1114
B,25,2021.0,972
C,25,2011.0,1
C,25,2012.0,15
C,25,2013.0,603
C,25,2014.0,1061
C,25,2015.0,995
C,25,2016.0,1215
C,25,2017.0,2057
C,25,2018.0,1365
C,25,2019.0,1633
C,25,2020.0,1615
C,25,2021.0,886
D,25,2010.0,1
D,25,2013.0,1424
D,25,2014.0,1959
D,25,2015.0,1987
D,25,2016.0,2596
D,25,2017.0,2775
D,25,2018.0,2603
D,25,2019.0,2658
D,25,2020.0,2258
D,25,2021.0,1687
E,25,2011.0,1
E,25,2013.0,1584
E,25,2014.0,1782
E,25,2015.0,1839
E,25,2016.0,1921
E,25,2017.0,2158
E,25,2018.0,2246
E,25,2019.0,2216
E,25,2020.0,1971
E,25,2021.0,1717
F,25,2013.0,512
F,25,2014.0,861
F,25,2015.0,862
F,25,2016.0,778
F,25,2017.0,930
F,25,2018.0,967
F,25,2019.0,936
F,25,2020.0,847
F,25,2021.0,561
G,25,2013.0,210
G,25,2014.0,340
G,25,2015.0,292
G,25,2016.0,259
G,25,2017.0,294
G,25,2018.0,334
G,25,2019.0,327
G,25,2020.0,290
G,25,2021.0,174
N,25,2013.0,395
N,25,2014.0,885
N,25,2015.0,977
N,25,2016.0,1170
N,25,2017.0,1271
N,25,2018.0,1451
N,25,2019.0,2019
N,25,2020.0,1337
N,25,2021.0,1145
A,26,2013.0,274
A,26,2014.0,904
A,26,2015.0,1101
A,26,2016.0,1385
A,26,2017.0,1610
A,26,2018.0,1462
A,26,2019.0,1431
A,26,2020.0,1232
A,26,2021.0,846
B,26,2013.0,122
B,26,2014.0,348
B,26,2015.0,466
B,26,2016.0,653
B,26,2017.0,478
B,26,2018.0,571
B,26,2019.0,565
B,26,2020.0,665
B,26,2021.0,462
C,26,2011.0,1
C,26,2013.0,588
C,26,2014.0,1179
C,26,2015.0,1089
C,26,2016.0,2297
C,26,2017.0,1293
C,26,2018.0,1449
C,26,2019.0,1709
C,26,2020.0,1995
C,26,2021.0,1473
D,26,2013.0,1253
D,26,2014.0,2345
D,26,2015.0,2070
D,26,2016.0,2525
D,26,2017.0,2065
D,26,2018.0,2415
D,26,2019.0,2612
D,26,2020.0,4329
D,26,2021.0,1770
E,26,2005.0,1
E,26,2013.0,906
E,26,2014.0,1787
E,26,2015.0,1548
E,26,2016.0,1479
E,26,2017.0,1452
E,26,2018.0,1613
E,26,2019.0,1731
E,26,2020.0,2344
E,26,2021.0,1078
F,26,2013.0,338
F,26,2014.0,604
F,26,2015.0,543
F,26,2016.0,465
F,26,2017.0,490
F,26,2018.0,537
F,26,2019.0,601
F,26,2020.0,553
F,26,2021.0,336
G,26,2013.0,94
G,26,2014.0,531
G,26,2015.0,273
G,26,2016.0,146
G,26,2017.0,158
G,26,2018.0,184
G,26,2019.0,163
G,26,2020.0,157
G,26,2021.0,103
N,26,2013.0,529
N,26,2014.0,1292
N,26,2015.0,1483
N,26,2016.0,1186
N,26,2017.0,1527
N,26,2018.0,1840
N,26,2019.0,2254
N,26,2020.0,2571
N,26,2021.0,1667
A,27,2013.0,112
A,27,2014.0,337
A,27,2015.0,449
A,27,2016.0,586
A,27,2017.0,699
A,27,2018.0,681
A,27,2019.0,822
A,27,2020.0,657
A,27,2021.0,419
B,27,2013.0,292
B,27,2014.0,908
B,27,2015.0,1277
B,27,2016.0,1109
B,27,2017.0,1048
B,27,2018.0,1100
B,27,2019.0,1227
B,27,2020.0,812
B,27,2021.0,367
B,27,2080.0,1
B,27,2160.0,1
C,27,2013.0,251
C,27,2014.0,1212
C,27,2015.0,642
C,27,2016.0,788
C,27,2017.0,1266
C,27,2018.0,838
C,27,2019.0,3909
C,27,2020.0,888
C,27,2021.0,684
D,27,2013.0,1076
D,27,2014.0,2365
D,27,2015.0,1972
D,27,2016.0,2179
D,27,2017.0,2756
D,27,2018.0,2245
D,27,2019.0,3585
D,27,2020.0,2475
D,27,2021.0,1925
E,27,2000.0,2
E,27,2013.0,1286
E,27,2014.0,2357
E,27,2015.0,2043
E,27,2016.0,2012
E,27,2017.0,2526
E,27,2018.0,2703
E,27,2019.0,2788
E,27,2020.0,2645
E,27,2021.0,1939
F,27,2013.0,529
F,27,2014.0,914
F,27,2015.0,902
F,27,2016.0,855
F,27,2017.0,1016
F,27,2018.0,1053
F,27,2019.0,1081
F,27,2020.0,905
F,27,2021.0,725
G,27,1899.0,1
G,27,2013.0,196
G,27,2014.0,324
G,27,2015.0,303
G,27,2016.0,276
G,27,2017.0,320
G,27,2018.0,312
G,27,2019.0,341
G,27,2020.0,284
G,27,2021.0,192
N,27,2013.0,357
N,27,2014.0,1077
N,27,2015.0,1226
N,27,2016.0,1387
N,27,2017.0,1692
N,27,2018.0,1784
N,27,2019.0,1963
N,27,2020.0,2090
N,27,2021.0,1214
N,27,2022.0,2
A,28,2013.0,40
A,28,2014.0,152
A,28,2015.0,198
A,28,2016.0,169
A,28,2017.0,254
A,28,2018.0,256
A,28,2019.0,208
A,28,2020.0,343
A,28,2021.0,201
B,28,2013.0,145
B,28,2014.0,510
B,28,2015.0,537
B,28,2016.0,1090
B,28,2017.0,747
B,28,2018.0,598
B,28,2019.0,734
B,28,2020.0,682
B,28,2021.0,457
C,28,2013.0,233
C,28,2014.0,421
C,28,2015.0,549
C,28,2016.0,1243
C,28,2017.0,761
C,28,2018.0,635
C,28,2019.0,594
C,28,2020.0,496
C,28,2021.0,508
D,28,1899.0,1
D,28,2012.0,2
D,28,2013.0,776
D,28,2014.0,1316
D,28,2015.0,1264
D,28,2016.0,1186
D,28,2017.0,1382
D,28,2018.0,1372
D,28,2019.0,1791
D,28,2020.0,1359
D,28,2021.0,1018
E,28,1899.0,2
E,28,2010.0,1
E,28,2013.0,781
E,28,2014.0,1350
E,28,2015.0,1508
E,28,2016.0,1276
E,28,2017.0,1318
E,28,2018.0,1572
E,28,2019.0,1733
E,28,2020.0,1568
E,28,2021.0,1031
F,28,2011.0,1
F,28,2013.0,387
F,28,2014.0,725
F,28,2015.0,775
F,28,2016.0,585
F,28,2017.0,586
F,28,2018.0,684
F,28,2019.0,727
F,28,2020.0,709
F,28,2021.0,433
G,28,2013.0,247
G,28,2014.0,312
G,28,2015.0,286
G,28,2016.0,227
G,28,2017.0,204
G,28,2018.0,225
G,28,2019.0,290
G,28,2020.0,216
G,28,2021.0,167
N,28,1899.0,1
N,28,2013.0,322
N,28,2014.0,699
N,28,2015.0,1359
N,28,2016.0,1031
N,28,2017.0,948
N,28,2018.0,1292
N,28,2019.0,1446
N,28,2020.0,1220
N,28,2021.0,998
A,29,2009.0,1
A,29,2013.0,287
A,29,2014.0,1252
A,29,2015.0,1288
A,29,2016.0,1101
A,29,2017.0,1533
A,29,2018.0,1729
A,29,2019.0,1793
A,29,2020.0,1554
A,29,2021.0,1093
B,29,2013.0,251
B,29,2014.0,1114
B,29,2015.0,1528
B,29,2016.0,1523
B,29,2017.0,2134
B,29,2018.0,1941
B,29,2019.0,2268
B,29,2020.0,2664
B,29,2021.0,2811
C,29,2009.0,1
C,29,2012.0,1
C,29,2013.0,1009
C,29,2014.0,2542
C,29,2015.0,2034
C,29,2016.0,1873
C,29,2017.0,2969
C,29,2018.0,2470
C,29,2019.0,2490
C,29,2020.0,2839
C,29,2021.0,1726
D,29,2008.0,1
D,29,2009.0,1
D,29,2010.0,1
D,29,2011.0,2
D,29,2013.0,2130
D,29,2014.0,4374
D,29,2015.0,4430
D,29,2016.0,4073
D,29,2017.0,5021
D,29,2018.0,5255
D,29,2019.0,5667
D,29,2020.0,5596
D,29,2021.0,3371
E,29,1899.0,1
E,29,2010.0,1
E,29,2011.0,1
E,29,2013.0,1895
E,29,2014.0,3669
E,29,2015.0,3648
E,29,2016.0,3512
E,29,2017.0,4053
E,29,2018.0,4470
E,29,2019.0,4695
E,29,2020.0,4240
E,29,2021.0,2836
F,29,2013.0,744
F,29,2014.0,1415
F,29,2015.0,1375
F,29,2016.0,1286
F,29,2017.0,1596
F,29,2018.0,1614
F,29,2019.0,1606
F,29,2020.0,1385
F,29,2021.0,941
G,29,2008.0,1
G,29,2012.0,1
G,29,2013.0,293
G,29,2014.0,451
G,29,2015.0,440
G,29,2016.0,422
G,29,2017.0,410
G,29,2018.0,481
G,29,2019.0,486
G,29,2020.0,416
G,29,2021.0,270
I,29,2019.0,1
N,29,2013.0,810
N,29,2014.0,1760
N,29,2015.0,1831
N,29,2016.0,2038
N,29,2017.0,2713
N,29,2018.0,2982
N,29,2019.0,3356
N,29,2020.0,3345
N,29,2021.0,2038
-,2A,2018.0,1
A,2A,2012.0,28
A,2A,2013.0,32
A,2A,2014.0,63
A,2A,2015.0,135
A,2A,2016.0,271
A,2A,2017.0,276
A,2A,2018.0,413
A,2A,2019.0,427
A,2A,2020.0,800
A,2A,2021.0,393
B,2A,2013.0,24
B,2A,2014.0,91
B,2A,2015.0,85
B,2A,2016.0,65
B,2A,2017.0,142
B,2A,2018.0,132
B,2A,2019.0,186
B,2A,2020.0,511
B,2A,2021.0,109
C,2A,2011.0,1
C,2A,2013.0,121
C,2A,2014.0,249
C,2A,2015.0,256
C,2A,2016.0,329
C,2A,2017.0,438
C,2A,2018.0,571
C,2A,2019.0,802
C,2A,2020.0,1245
C,2A,2021.0,549
D,2A,2013.0,190
D,2A,2014.0,333
D,2A,2015.0,400
D,2A,2016.0,461
D,2A,2017.0,537
D,2A,2018.0,658
D,2A,2019.0,800
D,2A,2020.0,1135
D,2A,2021.0,592
E,2A,2012.0,1
E,2A,2013.0,95
E,2A,2014.0,172
E,2A,2015.0,204
E,2A,2016.0,223
E,2A,2017.0,276
E,2A,2018.0,316
E,2A,2019.0,385
E,2A,2020.0,612
E,2A,2021.0,264
F,2A,2013.0,37
F,2A,2014.0,67
F,2A,2015.0,81
F,2A,2016.0,119
F,2A,2017.0,91
F,2A,2018.0,104
F,2A,2019.0,131
F,2A,2020.0,136
F,2A,2021.0,93
G,2A,2013.0,19
G,2A,2014.0,27
G,2A,2015.0,27
G,2A,2016.0,34
G,2A,2017.0,19
G,2A,2018.0,31
G,2A,2019.0,41
G,2A,2020.0,56
G,2A,2021.0,26
N,2A,2013.0,45
N,2A,2014.0,61
N,2A,2015.0,75
N,2A,2016.0,229
N,2A,2017.0,321
N,2A,2018.0,132
N,2A,2019.0,217
N,2A,2020.0,360
N,2A,2021.0,263
A,2B,2013.0,2
A,2B,2014.0,38
A,2B,2015.0,35
A,2B,2016.0,218
A,2B,2017.0,145
A,2B,2018.0,150
A,2B,2019.0,208
A,2B,2020.0,140
A,2B,2021.0,115
B,2B,2011.0,3
B,2B,2013.0,14
B,2B,2014.0,106
B,2B,2015.0,141
B,2B,2016.0,159
B,2B,2017.0,173
B,2B,2018.0,165
B,2B,2019.0,305
B,2B,2020.0,163
B,2B,2021.0,238
C,2B,2013.0,86
C,2B,2014.0,449
C,2B,2015.0,471
C,2B,2016.0,529
C,2B,2017.0,564
C,2B,2018.0,668
C,2B,2019.0,596
C,2B,2020.0,606
C,2B,2021.0,426
D,2B,2013.0,140
D,2B,2014.0,385
D,2B,2015.0,531
D,2B,2016.0,642
D,2B,2017.0,613
D,2B,2018.0,717
D,2B,2019.0,669
D,2B,2020.0,715
D,2B,2021.0,657
E,2B,2013.0,72
E,2B,2014.0,192
E,2B,2015.0,247
E,2B,2016.0,265
E,2B,2017.0,306
E,2B,2018.0,345
E,2B,2019.0,349
E,2B,2020.0,375
E,2B,2021.0,244
F,2B,2013.0,34
F,2B,2014.0,87
F,2B,2015.0,88
F,2B,2016.0,117
F,2B,2017.0,112
F,2B,2018.0,168
F,2B,2019.0,165
F,2B,2020.0,126
F,2B,2021.0,73
G,2B,2013.0,16
G,2B,2014.0,30
G,2B,2015.0,55
G,2B,2016.0,47
G,2B,2017.0,40
G,2B,2018.0,53
G,2B,2019.0,46
G,2B,2020.0,43
G,2B,2021.0,25
N,2B,2013.0,20
N,2B,2014.0,166
N,2B,2015.0,138
N,2B,2016.0,164
N,2B,2017.0,171
N,2B,2018.0,202
N,2B,2019.0,264
N,2B,2020.0,344
N,2B,2021.0,172
A,30,2010.0,2
A,30,2013.0,255
A,30,2014.0,1014
A,30,2015.0,2212
A,30,2016.0,1666
A,30,2017.0,1899
A,30,2018.0,2606
A,30,2019.0,2495
A,30,2020.0,2419
A,30,2021.0,1303
B,30,2013.0,182
B,30,2014.0,431
B,30,2015.0,623
B,30,2016.0,598
B,30,2017.0,931
B,30,2018.0,867
B,30,2019.0,1242
B,30,2020.0,1978
B,30,2021.0,655
C,30,2012.0,5
C,30,2013.0,1012
C,30,2014.0,2038
C,30,2015.0,2060
C,30,2016.0,2482
C,30,2017.0,2571
C,30,2018.0,3001
C,30,2019.0,3329
C,30,2020.0,5720
C,30,2021.0,3288
D,30,2000.0,1
D,30,2013.0,1664
D,30,2014.0,2932
D,30,2015.0,3027
D,30,2016.0,3328
D,30,2017.0,3525
D,30,2018.0,4016
D,30,2019.0,4769
D,30,2020.0,6208
D,30,2021.0,3718
E,30,2012.0,1
E,30,2013.0,913
E,30,2014.0,1504
E,30,2015.0,1500
E,30,2016.0,1371
E,30,2017.0,1526
E,30,2018.0,1631
E,30,2019.0,1938
E,30,2020.0,1816
E,30,2021.0,1416
F,30,2013.0,289
F,30,2014.0,503
F,30,2015.0,391
F,30,2016.0,349
F,30,2017.0,379
F,30,2018.0,407
F,30,2019.0,402
F,30,2020.0,442
F,30,2021.0,280
G,30,2013.0,63
G,30,2014.0,117
G,30,2015.0,93
G,30,2016.0,59
G,30,2017.0,70
G,30,2018.0,66
G,30,2019.0,85
G,30,2020.0,53
G,30,2021.0,49
N,30,2010.0,1
N,30,2012.0,1
N,30,2013.0,696
N,30,2014.0,1809
N,30,2015.0,1833
N,30,2016.0,2356
N,30,2017.0,2822
N,30,2018.0,3874
N,30,2019.0,3866
N,30,2020.0,3963
N,30,2021.0,2665
A,31,2013.0,1625
A,31,2014.0,5341
A,31,2015.0,6711
A,31,2016.0,6281
A,31,2017.0,5718
A,31,2018.0,7150
A,31,2019.0,6325
A,31,2020.0,6182
A,31,2021.0,3997
B,31,2013.0,401
B,31,2014.0,1642
B,31,2015.0,2848
B,31,2016.0,4280
B,31,2017.0,5505
B,31,2018.0,6254
B,31,2019.0,6829
B,31,2020.0,5117
B,31,2021.0,4396
C,31,2010.0,1
C,31,2011.0,1
C,31,2013.0,1529
C,31,2014.0,3234
C,31,2015.0,3627
C,31,2016.0,4997
C,31,2017.0,3756
C,31,2018.0,6003
C,31,2019.0,6064
C,31,2020.0,5490
C,31,2021.0,3865
D,31,2000.0,1
D,31,2009.0,1
D,31,2010.0,1
D,31,2011.0,1
D,31,2013.0,3992
D,31,2014.0,7845
D,31,2015.0,7689
D,31,2016.0,8762
D,31,2017.0,8270
D,31,2018.0,11852
D,31,2019.0,12054
D,31,2020.0,11304
D,31,2021.0,7630
E,31,2010.0,3
E,31,2011.0,3
E,31,2013.0,2522
E,31,2014.0,4466
E,31,2015.0,4038
E,31,2016.0,4397
E,31,2017.0,4172
E,31,2018.0,5607
E,31,2019.0,5680
E,31,2020.0,5139
E,31,2021.0,3674
F,31,2012.0,2
F,31,2013.0,755
F,31,2014.0,1211
